Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Employee Count,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Relevance of education to venture,Relevance of experience to venture,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Number of Recognitions for Founders and Co-founders,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Time to maturity of technology (in years),Renown score
1,2008,6,246,65,1,1/1/2008,7/16/2013,30600000,United States,North America,1,2,3,3,8,60,0,2,Medium,1,2,0,0,0,0,Service,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,1,0,0,1,1,0,0,0,Online,B2B,1,1,1,0,PhD,25,1,1,500,0,1,1,1,125,20,1,1,1,0,1,1,1,1,1,0,0,368165,1,1,1,4,2,0,4,30.6,4,4,0,1
1,2011,3,299,41,1,1/1/2011,6/5/2013,24000000,United States,North America,3,0,2,2,3,25,1,2,High,0,0,0,0,0,0,Service,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,1,0,0,0,0,0,0,Online,B2B,1,2,1,1,Bachelors,18,1,1,500,0,1,0,0,360,20,1,2,0,0,1,1,1,1,0,0,1,1162155,1,1,0,4,1,10,3,24,36,24,1,2
1,2010,4,100,12,1,1/1/2010,9/12/2013,200000,United States,North America,17,0,2,5,2,11,0,10,Medium,1,1,1,1,0,0,Service,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,0,0,1,0,0,0,0,Online,B2C,1,2,1,1,Bachelors,18,1,1,500,2,1,1,1,448,22,1,1,0,0,0,0,1,1,0,0,1,290009,1,0,0,2,0,4,2,0.2,12,6,0,8
1,2012,2,143,31,1,7/1/2012,6/28/2013,1017026,United States,North America,1,0,2,6,4,69,0,0,Low,0,1,0,0,0,0,Service,1,Private,1,Structured,1,Cloud,1,Non-Linear,0,0,0,0,1,0,1,0,0,0,0,Online,B2C,0,2,1,1,Bachelors,18,1,1,500,2,0,1,0,54,6,1,0,0,0,0,1,0,0,1,0,0,3506564,0,0,0,2,2,4,18.4,1.017026,12,10,1,0
1,2010,4,69,7,1,4/1/2010,1/1/2011,6379489.4,United States,North America,12,0,3,0,3,7,0,0,Medium,1,1,1,0,0,0,Product,1,Private,1,Unstructured,1,Platform,1,Non-Linear,0,0,0,0,1,0,1,0,0,0,0,Online,B2B,1,1,1,1,Bachelors,18,1,1,500,2,0,1,1,79,7,1,0,0,0,1,0,0,1,0,0,0,22105,1,1,0,2,1,3,3,unknown amount,12,10.6,0,9
1,2011,3,398,11,1,1/1/2011,1/5/2012,6379489.4,United States,North America,9,0,2,0,2,11,1,0,High,0,0,1,0,0,0,Service,0,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,1,0,0,0,0,0,0,Online,B2B,0,1,1,1,Bachelors,18,1,1,500,0,0,0,0,0,10,0,1,0,1,1,0,1,1,0,0,0,88188,1,1,0,3,1,5,1,unknown amount,1,10.6,1,0
1,2012,2,193,31,1,1/1/2012,1/1/2012,6379489.4,United States,North America,5,0,3,0,3,69,0,0,Low,0,1,0,0,0,0,Service,0,Private,1,Structured,1,Platform,1,Non-Linear,0,0,1,1,0,0,0,1,0,0,0,Online,B2C,0,1,1,1,Bachelors,18,1,1,500,0,1,0,0,1,11,1,2,0,1,1,0,0,0,0,1,1,990957,1,1,0,1,0,2,18.4,unknown amount,1,10.6,1,0
1,2012,2,123,31,0,1/1/2012,9/1/2013,400000,United States,North America,1,0,2,4,3,8,1,5,Medium,0,0,1,1,0,0,Product,1,Private,1,Structured,1,Cloud,1,Non-Linear,0,0,0,0,0,0,1,1,0,0,0,Online,B2B,0,0,1,1,Bachelors,20,1,1,500,2,0,0,0,406,23,1,1,1,0,1,0,0,0,1,0,0,880762,1,1,1,4,2,3,2,0.4,6,12,1,3
1,2010,4,0,31,1,1/29/2010,8/1/2012,535000,United States,North America,11,0,3,9,9,50,0,0,Medium,0,0,1,1,0,0,Product,1,Private,1,Unstructured,1,Platform,0,Non-Linear,0,0,0,0,0,0,1,1,1,0,1,Online,B2C,0,2,1,0,Masters,21,0,1,500,0,0,1,1,173,21,1,1,0,0,1,0,1,1,0,0,0,2518862,0,0,0,2,1,3,16.6,0.535,28,12,1,8
1,2012,2,53,4,0,1/1/2011,1/1/2011,6379489.4,United States,North America,3,0,0,1,4,10,0,0,Medium,0,0,0,0,0,0,Service,1,Public,0,Structured,0,Cloud,0,Linear,0,0,0,0,1,0,1,0,0,0,0,Online,B2C,0,1,1,0,Bachelors,18,0,0,500,2,0,1,1,222,18,1,1,0,0,1,0,1,1,0,0,0,2518862,0,1,1,5,1,2,3.3,0.6,12,6,1,4
1,2011,3,143,9,1,1/1/2011,1/1/2011,6379489.4,United States,North America,1,0,2,0,2,10,1,1,Low,0,0,0,0,0,1,Service,1,Private,1,Unstructured,1,Platform,0,Non-Linear,1,0,0,1,0,0,1,0,0,0,1,Offline,B2C,0,1,1,0,Masters,21,1,1,500,0,1,0,0,116,16,1,1,0,0,1,1,0,1,0,0,0,1158531,1,1,0,3,2,2,5,unknown amount,14,10.6,1,0
1,2011,3,268,15,1,1/1/2011,1/30/2014,4500000,United States,North America,5,0,2,1,4,16,0,0,Low,0,1,1,0,0,0,Product,1,Public,1,Structured,1,Cloud,0,Linear,0,0,0,0,1,0,1,1,0,0,0,Online,B2B,0,1,1,0,Masters,21,1,1,500,0,0,0,0,0,5,1,1,0,0,1,1,0,0,0,0,0,2518862,1,1,0,4,2,5,8,4.5,16,8,0,0
1,2011,3,28,41,1,1/1/2011,11/22/2013,16000000,United States,North America,0,0,2,2,5,50,1,2,Medium,1,1,1,1,0,0,Product,1,Private,1,Structured,1,Cloud,1,Non-Linear,0,0,0,0,1,0,0,1,0,0,0,Online,B2B,1,2,1,1,Bachelors,18,0,1,500,1,0,1,0,2,37,1,2,1,0,1,1,1,0,1,0,0,2518862,1,1,0,3,2,5,25,16,12,8,0,1
1,2007,7,149,17,1,6/1/2007,9/1/2011,4000000,United States,North America,3,0,1,4,6,15,1,1,Medium,1,2,1,1,0,0,Product,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,0,0,1,0,0,0,0,Online,B2B,2,2,1,0,Masters,21,1,1,500,2,0,1,1,173,8,0,1,0,0,0,1,1,0,0,0,0,2518862,1,1,0,3,2,2,2.5,4,10,8,0,2
1,2011,3,448,15,1,2/1/2011,11/26/2012,1700000,United States,North America,3,0,2,0,2,15,1,1,High,0,1,0,0,0,0,Product,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,0,0,1,0,1,0,0,Online,B2B,1,2,1,0,Masters,21,0,1,500,2,1,0,0,272,24,1,1,0,1,0,0,1,0,0,0,0,156473,1,0,0,3,0,5,7.5,1.7,8,6,1,9
1,2012,2,0,1,1,1/1/2012,9/24/2013,15000000,United States,North America,0,0,2,8,2,15,1,1,Medium,0,1,1,1,0,0,Service,1,Private,1,Structured,1,Cloud,1,Non-Linear,1,0,0,0,0,0,0,1,0,0,0,Online,B2B,0,2,1,0,Masters,21,0,0,500,1,0,0,0,74,12,1,2,0,0,2,0,1,1,0,0,0,10414376,0,0,0,3,1,7,15,15,10,9,1,7
1,2011,3,162,30,1,1/1/2011,3/31/2014,21000000,United States,North America,0,3,2,6,4,30,1,3,Medium,0,1,1,1,0,0,Product,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,0,0,1,1,0,0,0,Online,B2B,0,2,1,0,Masters,21,1,1,500,1,0,0,0,145,18,0,1,0,0,0,1,0,1,0,0,0,359437,1,1,0,1,0,2,15,21,13,12,1,3
1,2013,1,286,41,1,1/1/2013,5/21/2013,4200000,United States,North America,0,0,2,6,6,43,0,0,Medium,0,1,1,0,0,0,Service,0,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,1,0,0,0,0,0,0,Online,B2B,0,1,1,0,Bachelors,18,1,1,500,2,0,1,1,201,17,0,0,0,0,1,1,0,1,0,0,0,735463,0,0,1,4,0,2,43,4.2,5,6,0,1
1,2012,2,1,19,1,3/1/2012,7/16/2013,7000000,United States,North America,1,0,1,11,6,28,0,2,Low,0,2,0,0,0,0,Product,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,1,0,0,0,0,0,0,Online,B2B,1,2,1,1,PhD,25,1,1,500,2,0,1,1,119,18,0,2,0,0,0,1,0,0,0,0,1,1409473,1,0,0,2,2,1,28,7,8,7,1,0
1,2011,3,270,27,1,11/1/2011,11/14/2012,10000000,United States,North America,0,3,2,2,3,20,1,3,Low,0,1,1,0,0,0,Product,1,Private,0,Structured,1,Cloud,1,Non-Linear,0,0,0,0,0,0,0,1,0,0,0,Online,B2B,0,2,1,1,Bachelors,18,1,1,500,2,0,1,1,175,17,0,0,1,0,2,1,0,1,1,0,1,48561,0,0,0,2,1,3,10,10,13,8,0,8
1,2012,2,299,30,1,1/1/2012,1/15/2013,3000000,United States,North America,3,0,2,2,2,22,1,3,High,1,1,0,0,0,0,Service,1,Private,1,Unstructured,1,Platform,1,Non-Linear,0,0,0,1,0,0,0,1,0,0,0,Online,B2B,0,2,1,1,Bachelors,18,1,1,500,2,1,1,0,67,5,0,0,0,0,0,1,1,0,0,0,1,2518862,0,1,0,4,1,4,22,3,5,12,1,1
1,2011,3,291,8,0,10/1/2011,12/10/2013,3150000,United States,North America,7,0,2,1,2,8,0,1,High,1,1,0,0,0,0,Service,1,Private,1,Structured,1,Cloud,1,Non-Linear,0,0,0,0,0,0,1,1,0,0,0,Online,B2B,0,2,1,1,Bachelors,18,1,1,500,1,1,1,1,90,12,1,2,1,0,1,1,0,0,0,0,1,2518862,1,0,0,2,1,3,4,3.15,20,18,0,5
1,2009,5,456,89,1,9/1/2009,12/17/2013,19000000,United States,North America,0,0,2,0,6,80,1,3,High,1,1,0,0,0,0,Product,1,Private,0,Structured,1,Cloud,1,Non-Linear,0,0,0,0,0,0,1,1,0,0,0,Online,B2B,2,2,1,0,Masters,21,1,1,500,2,0,0,0,260,14,0,0,0,0,0,0,0,0,0,0,0,880762,1,0,0,3,0,3,20,19,12,12,1,2
1,2010,4,331,209,1,3/31/2010,7/23/2013,45000000,United States,North America,1,0,2,1,10,226,0,6,High,1,1,1,1,0,0,Product,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,1,1,0,1,1,0,0,0,Online,B2B,1,2,1,0,Bachelors,18,1,1,500,0,1,0,0,154,18,1,2,0,0,1,0,1,1,0,0,0,4331697,1,0,0,4,2,2,75.3,45,5,14,1,4
1,2012,2,118,18,0,1/1/2012,6/26/2013,8000000,United States,North America,2,0,2,0,2,22,1,0,Medium,0,0,0,0,0,0,Product,1,Private,1,Both,1,Cloud,1,Non-Linear,1,0,0,1,0,0,1,1,0,0,1,Online,B2B,0,1,1,1,Bachelors,18,1,1,324,2,1,1,1,200,18,0,2,0,0,0,0,0,1,0,0,0,44388,0,0,0,4,1,5,22,8,15,11,1,5
1,2011,3,258,44,1,9/15/2011,9/26/2013,2550000,United States,North America,0,0,2,6,6,45,0,0,Low,0,1,0,0,0,0,Product,1,Private,1,Unstructured,1,Cloud,0,Non-Linear,0,0,0,1,0,0,1,0,1,0,1,Online,B2B,0,2,1,0,Bachelors,18,1,1,500,2,1,1,1,1,14,1,2,1,0,2,0,0,1,0,0,0,2084312,0,0,1,3,0,2,22.5,2.55,19,6,1,1
1,2010,4,131,48,1,3/10/2010,11/8/2011,2800000,United States,North America,0,0,0,0,5,49,0,0,Medium,0,1,1,1,0,1,Product,1,Private,1,Structured,1,Cloud,0,Linear,0,0,0,0,1,0,1,0,0,0,0,Online,B2B,0,2,1,1,Masters,21,1,1,500,2,0,0,0,270,14,1,2,1,0,0,0,0,1,0,0,0,2186599,0,0,0,2,0,1,16.3,2.8,1,1,1,0
1,2009,5,222,50,1,1/1/2009,8/27/2012,6379489.4,United States,North America,0,0,2,3,5,50,1,0,High,1,1,0,0,0,0,Service,1,Private,1,Structured,1,Cloud,1,Linear,0,0,0,0,0,0,0,1,1,0,0,Online,B2B,0,2,1,0,PhD,25,1,1,500,2,0,1,0,514,22,0,2,1,0,1,0,0,1,0,0,1,2518862,1,0,1,2,1,4,12.5,unknown amount,30,10.6,1,6
1,2009,5,56,27,1,4/1/2009,12/6/2012,8700000,United States,North America,2,0,2,3,4,24,1,2,High,1,1,1,1,0,0,Product,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,0,0,0,1,0,0,0,Online,B2B,1,2,1,1,Bachelors,18,1,1,500,2,0,1,1,400,18,0,1,0,0,0,0,0,0,1,0,1,427794,0,0,0,2,1,6,6,8.7,9,12,1,9
1,2010,4,281,15,1,1/1/2010,7/24/2013,5000000,United States,North America,0,0,2,4,3,15,0,1,Low,1,2,0,0,0,0,Service,0,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,1,0,1,1,0,0,0,Online,B2C,0,2,1,1,Bachelors,18,1,1,500,2,0,1,1,116,14,1,1,0,0,0,0,1,0,1,0,1,533971,1,0,0,3,0,3,5,5,18,10,1,8
1,2007,7,331,83,1,8/1/2007,9/28/2012,5089656,United States,North America,0,0,1,1,7,85,0,0,High,1,0,1,1,0,0,Product,1,Private,1,Unstructured,1,Platform,1,Non-Linear,0,0,0,0,1,0,1,0,0,0,0,Online,B2B,1,2,1,1,PhD,25,1,1,500,2,1,1,1,200,20,0,0,1,0,0,0,0,0,0,0,0,58457,1,0,0,2,2,2,14.2,5.089656,18,12,2,3
1,2011,3,194,41,1,9/1/2011,12/10/2013,8500000,United States,North America,0,2,2,2,4,48,1,4,Medium,1,1,0,0,0,0,Service,1,Private,1,Unstructured,1,Platform,0,Linear,0,0,0,1,0,0,1,1,0,0,0,Offline,B2C,0,2,1,0,Masters,21,1,1,500,2,1,1,1,1,42,1,0,0,0,0,1,0,0,0,0,0,2518862,0,0,1,2,0,2,24,8.5,12,10,1,3
1,2007,7,5,53,1,1/1/2007,5/1/2012,18000000,United States,North America,0,2,1,0,5,80,0,0,Medium,1,1,1,1,0,0,Product,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,0,0,0,1,0,0,0,Online,B2B,0,2,1,0,PhD,25,1,1,500,2,1,1,1,187,17,0,0,0,0,1,1,0,0,0,0,0,889950,0,0,0,2,1,3,13.3,18,60,40,1,2
1,2011,3,109,31,1,1/1/2011,1/27/2014,12750000,United States,North America,0,3,1,0,6,50,1,2,Medium,1,0,1,1,0,0,Product,0,Private,1,Structured,1,Platform,0,Non-Linear,0,0,0,0,1,0,0,1,0,0,0,Online,B2B,1,2,1,0,PhD,25,1,1,500,2,1,1,1,400,37,1,0,0,0,0,1,1,1,0,0,0,6773962,1,0,0,3,2,3,25,12.75,18,13,1,9
1,2000,14,194,58,1,1/1/2000,10/5/2012,4000000,United States,North America,0,5,0,0,8,40,0,0,Medium,1,2,0,0,0,1,Service,1,Private,1,Unstructured,1,Platform,1,Non-Linear,1,0,0,0,0,0,1,0,0,0,0,Offline,B2B,0,2,1,0,Bachelors,18,1,1,146,1,1,0,1,264,41,0,1,1,0,1,1,1,1,0,0,1,1147953,1,0,1,2,2,6,3.1,4,84,24,1,0
1,2009,5,61,23,0,6/1/2009,6/26/2013,4000000,United States,North America,0,1,1,0,4,10,0,0,High,0,0,1,1,0,0,Service,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Offline,B2B,1,2,1,0,Masters,21,1,0,500,2,1,0,0,408,22,0,2,0,0,0,1,1,0,0,0,1,1676454,1,1,0,3,1,1,2.5,4,24,1,1,2
1,2008,6,464,43,1,9/15/2008,12/10/2013,6000001,United States,North America,0,1,4,2,7,50,1,2,High,1,1,1,1,0,0,Service,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,0,0,1,0,1,0,0,Offline,B2B,0,1,1,0,Masters,21,1,1,500,2,1,1,1,400,23,1,0,0,0,0,0,0,1,0,0,1,141868,1,1,0,3,2,2,10,6.000001,17,9,2,5
1,2009,5,31,4,1,1/1/2009,7/12/2010,6379489.4,United States,North America,0,1,1,0,1,7,0,0,Low,0,1,1,1,1,1,Product,0,Private,1,Structured,1,Platform,0,Non-Linear,0,0,0,0,0,0,1,0,1,0,0,Online,B2B,0,2,1,0,Bachelors,18,0,0,500,1,1,0,0,260,14,0,2,0,0,1,0,0,1,0,0,0,6670312,0,0,1,2,2,4,1.8,unknown amount,14,10.6,1,0
1,2012,2,98,9,1,9/15/2012,7/10/2013,795000,United States,North America,0,1,2,1,2,9,0,0,Low,1,0,1,1,0,0,Service,0,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,1,0,0,0,0,0,0,Online,B2B,0,1,1,0,Bachelors,18,0,0,500,1,1,0,0,0,10,1,1,0,1,0,0,0,1,0,0,0,410491,0,0,0,2,0,3,9,0.795,15,1,1,0
1,2012,2,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,0,2,2,1,2,4,0,0,Low,0,2,0,0,0,0,Service,0,Private,0,Structured,1,Platform,1,Non-Linear,0,0,0,0,0,0,0,0,0,0,0,Online,B2B,0,2,1,0,Masters,21,0,0,500,0,1,0,0,190,14,0,1,1,1,1,0,0,0,0,0,0,2518862,0,1,0,4,2,2,4,0.05,12,12,1,7
1,2009,5,114,31,1,1/1/2011,1/1/2011,6379489.4,United States,North America,0,1,1,10,7,77,0,0,High,1,1,1,1,0,0,Product,1,Private,1,Structured,1,Cloud,1,Linear,0,0,0,0,1,0,1,1,0,0,0,Online,B2B,0,2,1,0,Bachelors,18,0,0,500,0,0,0,1,172,14,1,1,0,1,1,1,1,0,0,0,0,29861,1,0,0,2,1,3,19.2,9.5,23,12,1,5
1,2000,14,170,172,1,1/1/2000,12/22/2013,11778004,United States,North America,0,4,0,0,5,173,1,3,Low,0,1,1,1,0,0,Product,1,Private,1,Structured,1,Cloud,1,Linear,0,0,0,0,1,0,1,1,1,0,0,Online,B2B,1,2,1,0,Bachelors,18,1,1,500,1,0,0,0,368,10,0,2,0,0,0,1,0,1,0,0,1,443595,1,0,0,3,2,2,13.3,11.778004,72,27,2,0
1,2008,6,294,410,1,8/1/2008,2/11/2014,4500000,Singapore,Asia,1,0,3,0,9,415,1,0,High,1,2,0,0,0,0,Service,0,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,1,0,0,1,0,0,1,Online,B2B,0,1,1,1,Bachelors,18,1,1,500,1,0,1,1,325,25,0,1,0,0,2,1,0,1,0,0,0,208813,1,0,0,2,0,3,83,4.5,48,24,0,0
1,2007,7,114,31,1,1/1/2011,1/1/2011,6379489.4,United States,North America,1,0,2,0,5,77,0,0,Medium,0,1,1,1,0,1,Service,1,Private,1,Structured,1,Platform,1,Non-Linear,0,0,0,0,1,0,1,0,0,0,0,Offline,B2B,0,2,1,0,Masters,21,0,0,500,2,0,1,0,93,33,0,1,0,0,0,1,0,1,0,0,0,127118,1,0,0,3,0,2,12.8,0.525,60,1,1,4
1,2009,4,254,448,1,1/1/2011,8/23/2012,20000000,United States,North America,0,1,3,0,8,433,0,0,Low,1,1,0,0,0,1,Service,1,Private,1,Structured,1,Platform,1,Linear,0,0,0,0,1,0,1,1,1,0,0,Offline,B2B,0,2,1,0,PhD,25,1,1,500,1,0,1,1,600,3,0,0,0,0,1,1,0,0,1,0,0,3702887,0,0,0,2,2,2,36.1,20,24,1,1,3
1,2007,7,36,1,0,6/4/2007,2/1/2008,500000,United States,North America,0,1,0,0,3,5,0,0,Low,1,0,0,0,0,0,Product,1,Private,0,Unstructured,1,Cloud,0,Non-Linear,0,0,0,1,0,0,1,0,0,0,1,Online,B2B,0,2,1,0,Bachelors,18,1,1,500,1,0,1,1,116,18,1,2,0,0,0,0,0,0,0,0,0,2518862,1,0,0,2,1,1,0.8,0.5,15,10,0,1
0,2009,5,12,31,0,7/1/2009,2/5/2012,800000,United States,North America,1,6,2,0,3,7,1,0,High,0,0,1,1,0,1,Product,1,Private,1,Unstructured,1,Cloud,1,Non-Linear,0,0,0,1,0,0,1,0,0,0,0,Online,B2C,0,0,1,0,Bachelors,18,1,1,141,0,0,0,0,0,12,1,2,1,1,1,1,1,1,0,0,1,9439938,0,0,0,4,0,2,1.8,0.8,30,20,1,1
0,2009,5,16,1,0,8/1/2009,3/1/2010,18000,United States,North America,2,0,0,1,2,4,1,0,Medium,0,0,1,1,0,0,Product,1,Private,1,Unstructured,1,Platform,0,Non-Linear,0,0,0,1,0,0,0,0,0,0,1,Online,B2C,0,2,1,0,Bachelors,20,1,1,380,2,0,0,0,0,10,0,2,0,1,0,1,1,0,0,0,0,2518862,1,0,0,3,1,2,1,0.018,12,12,1,1
1,2010,4,29,10,0,7/1/2010,5/17/2013,11000000,United States,North America,0,0,2,3,4,10,1,1,Low,1,0,0,0,0,1,Product,1,Private,1,Structured,1,Cloud,0,Non-Linear,0,0,0,0,1,0,1,0,1,0,0,Online,B2B,0,2,1,1,Bachelors,18,1,1,500,1,0,1,0,233,38,0,0,0,1,0,1,0,1,1,0,0,2518862,1,0,0,3,1,2,3.3,11,8,6,1,1
0,2008,6,0,0,0,8/1/2008,12/4/2009,150000,United States,North America,7,1,2,1,2,6,1,3,Low,0,0,1,1,0,0,Product,1,Private,1,Unstructured,1,Platform,0,Non-Linear,0,0,0,1,0,0,1,0,0,0,0,Online,B2B,1,2,1,0,Bachelors,18,1,1,500,1,0,0,0,86,10,0,1,0,0,0,0,1,0,1,0,1,898999,0,0,1,2,1,3,1.2,0.15,12,14,0,1
0,2005,9,133,0,0,12/1/2005,6/1/2007,4000000,United States,North America,1,0,1,3,2,20,0,1,Medium,0,1,1,1,0,0,Service,1,Private,1,Structured,1,Cloud,0,Non-Linear,0,0,0,0,1,0,1,0,0,0,1,Online,B2B,1,0,0,1,Bachelors,18,0,1,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518862,0,0,0,3,1,11,2.5,4,20,12,1,7
1,2012,2,114,31,1,1/1/2011,1/1/2011,6379489.4,United States,North America,0,0,2,1,2,30,0,0,Medium,1,0,0,0,0,0,Service,1,Private,0,Both,1,Both,1,Linear,1,0,0,1,1,0,1,1,0,0,0,Online,B2B,0,2,0,0,Bachelors,18,0,0,500,0,0,0,0,50,10,0,1,1,0,0,0,0,0,0,0,0,2518862,1,0,0,2,1,10,30,3.5,8,7,0,0
1,2012,2,63,4,0,1/1/2012,2/26/2013,600000,United States,North America,3,0,2,0,3,6,0,0,Low,0,1,1,1,0,0,Service,1,Both,0,Both,1,Platform,1,Non-Linear,0,0,0,1,1,1,1,1,0,0,0,Online,B2B,0,2,1,1,Masters,21,0,1,500,1,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,3743293,0,1,0,4,2,0,6,0.6,12,12,1,1
1,2012,2,1193,13,0,2/1/2012,11/6/2013,1000000,United States,North America,2,0,2,0,2,15,0,0,High,0,2,1,1,1,1,Service,1,Private,0,Structured,1,Platform,1,Non-Linear,0,0,0,1,1,0,1,1,1,0,0,Online,B2B,1,1,0,0,Bachelors,18,0,0,500,0,0,1,1,240,37,0,0,1,1,0,0,0,0,0,0,0,14785,1,1,0,2,0,2,15,1,20,20,1,4
1,2011,3,207,13,0,11/1/2011,10/9/2013,3200000,United States,North America,6,0,3,2,3,18,1,1,High,0,0,1,0,0,0,Both,1,Private,1,Structured,1,Cloud,1,Linear,1,0,0,0,0,0,0,1,0,0,1,Online,B2B,1,1,0,0,Bachelors,18,1,1,500,0,1,1,1,62,10,1,0,1,0,1,1,1,0,1,0,0,751103,0,0,1,3,1,0,9,3.2,2,7.2,1,1
0,2009,4,13,31,0,1/1/2011,9/24/2008,1000000,United States,North America,1,3,2,1,1,69,0,0,Low,0,2,0,0,0,0,Product,0,no,0,No,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,0,1,Online,B2B,1,1,0,0,Masters,21,1,1,222,1,0,0,1,44,7,0,1,0,1,1,0,1,0,0,0,0,7020276,0,0,1,3,1,2,18.4,1,1,4.4,1,0
1,2010,4,388,36,1,5/1/2010,2/5/2014,15500000,United States,North America,0,0,3,3,6,37,1,2,High,0,0,0,0,0,0,Product,1,Private,1,Structured,1,Cloud,1,Non-Linear,0,0,0,0,1,0,1,1,1,0,0,Online,B2B,1,2,1,2,Bachelors,18,1,1,500,2,0,1,1,222,50,2,2,1,0,1,1,1,1,1,0,0,82868,0,0,0,3,1,4,12.3,15.5,1,16.6,1,9
1,2008,6,96,52,1,7/1/2008,3/8/2013,3500000,United States,North America,0,0,5,5,10,55,1,2,High,0,2,0,0,1,1,Service,1,Private,0,Structured,1,Cloud,1,Non-Linear,0,0,0,1,1,0,1,1,1,0,0,Online,B2B,0,2,1,1,Masters,21,1,1,500,2,0,0,0,135,50,2,1,1,0,1,1,1,0,1,0,0,333844,0,0,0,2,2,1,11,3.5,45,6.4,2,6
1,2012,2,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,1,0,3,0,3,6,0,0,Low,0,0,1,1,0,0,Service,0,Private,0,Both,0,Platform,0,Non-Linear,0,0,0,0,0,0,0,0,0,1,0,Offline,B2B,0,1,0,0,Masters,21,1,0,500,1,0,1,1,113,23,1,1,0,0,0,0,0,0,1,0,0,2518862,1,0,1,4,1,0,6,0.04,12,12,1,3
0,2005,9,114,31,0,1/1/2011,1/1/2011,6379489.4,United States,North America,0,0,1,2,3,8,0,0,Low,1,1,1,1,0,0,Service,0,Public,0,Both,1,Platform,1,Linear,1,1,0,0,0,0,0,1,0,1,0,Online,B2C,0,2,0,1,Bachelors,18,0,1,500,1,1,1,1,125,49,2,1,1,1,0,1,0,0,1,0,0,2518862,0,1,0,3,1,0,1,unknown amount,1,1,2,5
1,2012,2,32,12,0,1/1/2011,12/3/2012,1200000,United States,North America,0,9,4,0,6,10,0,0,Medium,1,1,1,1,0,0,Service,1,Public,1,Both,1,Platform,1,Non-Linear,0,0,0,0,0,0,0,1,1,0,0,Online,B2B,0,2,0,2,Masters,21,1,1,500,2,0,0,1,225,12,0,0,1,0,1,0,1,0,1,0,0,1559939,1,0,1,3,0,0,10,1.2,1,1,1,2
