Company_Name,Company-Status,year of founding,Age of company in years,Internet Activity Score,Short-Description,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of top angel or venture fund,Number of repeat investors,Number of Sales Support material,Worked in top companies,Ave size of companies worked,Part of startups in the past,Part of successful startups in the past,Partner in Big 5 consulting,Consulting experience?,Product or service company?,Catering to product/service,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,Capital intensive business,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics,Owns monetization of data,Company an aggregator/market place,Online or offline venture,B2C or B2B venture?,Top forums for company/Model,Ave Years of experience for founder/co-founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Number of Recognitions for founders/co-founders,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Long term relationship with other founders,Proprietary or patent position,Barriers of entry for the competitors,Company awards,Controversial history of founder/co-founder,Legal risk and intellectual property,google page rank of company website,Technical proficiencies to analyse,Solutions offered,Global incubation competitions,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),Survival through recession,Time to 1st investment (in months),Avg time to investment,Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company321,Success,2008.0,6.0,0.0,mobile development tools,Advertising|Analytics,IPHONE APPS,W Media Ventures|First Round Capital|Union Square Ventures|Dave Morgan|Michael Yavonditte|Sharkey Goldstein Capital|Neu Venture Capital,14.5,0.0,No,4/1/2008,1/6/2010,560001.0,United States,North America,6.0,0.0,3,1,5,34.0,No,1.0,medium,Yes,Medium,Yes,Yes,No,No,Service,No,Public,No,Structured,No,Both,Global,Linear,No,No,No,No,No,No,No,Yes,No,Yes,No,Online,B2C,Medium,High,Yes,Low,Masters,21.0,ma,No,Yes,500.0,High,1.0,0.0,0.0,0.0,21.0,High,Low,No,No,Low,No,No,No,No,No,No,797253.0,Yes,Yes,No,4.0,High,2.0,6.8,0.6,Yes,2.0,6.8,Plateau,0 to 2,3.6,2.9,39.3,14.7,0.0,16.0,8.8,2.9,2.9,8.8,0.0,0.0,0.0,0.0,6.0
Company322,Success,2005.0,9.0,5.0,Data analytics,Analytics,analytics,Diamondhead Ventures|ONSET Ventures|UPS Strategic Enterprise Fund,1.0,0.0,No,1/1/2005,7/20/2009,3000000.0,United States,North America,3.0,0.0,2,2,5,30.0,No,1.0,low,Yes,Small,Yes,Yes,No,No,Product,Yes,Public,No,Structured,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,21.0,business,Yes,Yes,38.0,High,0.0,1.0,1.0,0.0,18.0,Low,Low,No,No,Low,No,No,Yes,No,No,No,797253.0,Yes,Yes,No,3.0,Medium,0.0,3.8,3.0,Yes,50.0,50.0,Trigger,2 to 5,0.0,0.0,93.3,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Company323,Failed,2008.0,6.0,2.0,Peer-to-Peer Student Loans,Education|Analytics|Finance|Social Networking,finance,Josh Mailman|Radcliff Group,4.0,0.0,No,1/1/2008,6/19/2009,2500000.0,United States,North America,2.0,0.0,2,1,2,10.0,Yes,0.0,low,No,Medium,Yes,Yes,No,Yes,Service,Yes,Public,No,Structured,No,Both,Local,Linear,Yes,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,High,No,Medium,Bachelors,18.0,management,Yes,Yes,500.0,High,0.0,0.0,0.0,150.0,25.0,Low,Low,No,No,Low,No,No,Yes,No,No,Yes,5092265.0,Yes,Yes,No,2.0,Medium,6.0,2.0,2.5,No,20.0,20.0,Plateau,0 to 2,11.1,16.7,0.0,0.0,11.1,5.6,22.2,5.6,5.6,0.0,0.0,0.0,16.7,5.6,0.0
Company325,Success,2007.0,7.0,413.0,Data Activation System,Analytics|Marketing,Marketing,Battery Ventures|Redpoint Ventures|Hadi Partovi|Ali Partovi|e.ventures|Satya Patel|Redpoint eVentures|Split Rock Partners|GGV Capital ,168.0,4.0,No,1/1/2007,1/20/2012,15000000.0,United States,North America,0.0,0.0,1,2,11,200.0,Yes,0.0,low,No,Small,Yes,Yes,No,Yes,Product,Yes,Public,No,no,No,Platform,Global,Linear,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Online,B2B,Medium,High,Yes,Low,Masters,21.0,TECH,Yes,Yes,500.0,Medium,0.0,1.0,1.0,109.0,26.0,Low,Low,No,No,Low,No,No,No,No,No,No,43814.0,Yes,Yes,No,1.0,Low,0.0,33.3,15.0,Yes,16.0,11.6,Plateau,0 to 2,11.1,0.0,0.0,55.6,0.0,11.1,16.7,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company326,Success,2005.0,9.0,20.0,Security Intelligence and Analytics,Security|Analytics,TECHNOLOGY,Canopy Ventures|Allegis Capital|Trident Capital|Canopy Group|Dry Canyon Holdings|Intel Capital|Cross Creek Capital,67.0,-1.0,No,1/1/2005,1/30/2012,20000000.0,United States,North America,0.0,0.0,3,1,3,200.0,Yes,2.0,medium,No,Small,No,No,No,No,Product,Yes,Both,No,Both,No,Both,Global,Linear,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21.0,MBA,No,Yes,500.0,Medium,1.0,1.0,0.0,320.0,12.0,Medium,Low,No,No,Low,No,No,No,No,No,No,840553.0,Yes,Yes,No,1.0,High,0.0,25.0,20.0,Yes,21.0,7.9,Trigger,2 to 5,9.1,0.0,36.4,9.1,0.0,0.0,18.2,9.1,18.2,0.0,0.0,0.0,0.0,0.0,2.0
Company328,Failed,2009.0,5.0,104.0,Social Media,Advertising|E-Commerce|Analytics|Marketing,MARKETING,New Enterprise Associates|IndoUS Venture Partners|TriplePoint Capital|Jim Clark|Mike Ramsay|Presidio Ventures,20.0,-5.0,YES,1/1/2009,2/16/2012,6000000.0,United States,North America,7.0,0.0,2,1,8,50.0,No,2.0,low,No,Small,Yes,Yes,No,Yes,Service,No,Public,No,Structured,Yes,Both,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21.0,mba,No,No,500.0,Low,1.0,1.0,1.0,500.0,25.0,Low,Low,No,No,Low,No,No,Yes,No,No,No,6405946.0,No,Yes,No,2.0,Low,0.0,12.5,6.0,Not Applicable,8.0,9.7,Plateau,0 to 2,8.3,0.0,47.2,2.8,0.0,2.8,19.4,5.6,2.8,2.8,0.0,0.0,5.6,2.8,10.0
Company329,Success,2009.0,5.0,75.0,Customer Experience Software,Analytics,analytics,Accel Partners,23.0,-4.0,YES,1/1/2009,11/1/2011,11000000.0,United States,North America,0.0,0.0,1,1,7,50.0,Yes,1.0,low,No,Small,No,No,No,Yes,Product,No,Public,No,Both,Yes,Both,Global,Non-Linear,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21.0,mba,No,No,500.0,High,1.0,1.0,1.0,216.0,14.0,High,Medium,No,No,Medium,No,No,Yes,No,No,Yes,20635527.0,No,Yes,No,2.0,Low,0.0,12.5,11.0,Not Applicable,8.0,12.6,Trough,2 to 5,2.8,0.0,8.3,8.3,2.8,11.1,8.3,2.8,2.8,2.8,0.0,0.0,0.0,0.0,1.0
Company330,Success,2009.0,5.0,162.0,Converting Visitors into Customers,Analytics|Marketing,"SALES,MARKETING",Charles River Ventures,0.0,-100.0,YES,10/17/2009,1/15/2010,3000000.0,United States,North America,0.0,0.0,1,0,1,50.0,Yes,0.0,low,No,Small,No,No,No,No,Product,No,Public,No,Structured,Yes,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Low,Masters,21.0,mba,Yes,Yes,500.0,High,0.0,0.0,0.0,150.0,23.0,High,Medium,No,No,Low,No,No,Yes,No,No,No,257365.0,No,Yes,No,1.0,Medium,8.0,12.5,3.0,Not Applicable,4.0,4.0,Peak,2 to 5,0.0,0.0,82.4,5.9,0.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company331,Success,2008.0,6.0,106.0,Consumer Location Analytics,Analytics,MARKETING,Gabriell Weinberg|David Cancel|Joshua Schachter|Roy Rodenstein|Project 11 Ventures,16.0,7.0,No,7/1/2008,7/7/2012,100000.0,United States,North America,1.0,4.0,3,1,3,50.0,Yes,0.0,low,No,Small,Yes,Yes,No,No,Service,No,Public,No,Structured,Yes,Platform,Local,Linear,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,No,Low,PhD,25.0,phd,Yes,Yes,500.0,High,0.0,0.0,0.0,96.0,24.0,Low,Medium,No,No,Low,No,No,Yes,No,No,No,1877770.0,No,Yes,No,1.0,Medium,0.0,12.5,0.1,Yes,23.0,2.6,Trigger,5 to 10,2.9,0.0,29.4,0.0,2.9,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3.0
Company332,Success,2007.0,7.0,66.0,Big Data Capture and Analytics,Analytics,NETWORK OPTIMIZATION,Meakem Becker Venture Capital,6.0,0.0,No,4/1/2007,4/27/2012,5000000.0,United States,North America,0.0,0.0,2,0,4,50.0,No,1.0,low,No,Medium,Yes,Yes,No,Yes,Service,Yes,Both,No,Both,Yes,Platform,Global,Linear,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,NG,Yes,Yes,367.0,Low,1.0,1.0,0.0,2.0,34.0,High,Medium,No,Yes,Low,No,No,Yes,Yes,No,Yes,2871443.0,No,Yes,No,2.0,Medium,4.0,8.3,5.0,Yes,24.0,18.7,Trigger,5 to 10,5.6,0.0,38.9,0.0,5.6,11.1,16.7,5.6,5.6,11.1,0.0,0.0,0.0,0.0,5.0
Company333,Failed,2010.0,4.0,1.0,Backup.Deliver.Trend cloud data,Analytics|Enterprise Software,PRIVACY,TechStars,0.0,-100.0,No,1/1/2010,5/31/2011,30000.0,United States,North America,1.0,0.0,1,0,1,10.0,No,1.0,low,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,No,Both,Yes,Both,Global,Linear,No,No,No,No,No,Yes,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,21.0,business,Yes,Yes,500.0,Low,1.0,1.0,0.0,1.0,25.0,High,Low,No,Yes,Low,No,No,Yes,No,No,Yes,5631525.0,Yes,No,No,2.0,Medium,1.0,2.5,0.0,Not Applicable,14.0,14.0,Trigger,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company334,Success,2012.0,2.0,6.0,Predictive Analytics,Advertising|Entertainment|Media|Analytics,TARGETING OPTIMIZE,MassChallenge,1.0,0.0,No,4/1/2012,10/23/2012,50000.0,United States,North America,1.0,0.0,1,0,3,10.0,No,1.0,medium,Yes,Large,Yes,Yes,No,Yes,Service,Yes,Public,No,Both,Yes,Platform,Global,Linear,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,MENG,Yes,Yes,500.0,Low,1.0,1.0,1.0,0.0,22.0,Low,Medium,No,Yes,Low,No,No,Yes,No,No,Yes,797253.0,No,No,No,1.0,Low,0.0,10.0,0.0,Not Applicable,14.0,14.0,Plateau,0 to 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Company335,Success,2010.0,4.0,667.0,Mailbox web service API s,Analytics|Email|Software Development,MAIL REPORTS,Y Combinator|Elad Gil|SV Angel|Yuri Milner|Paul Buchheit|Geoff Ralston|Webb Investment Network,14.5,0.0,No,2/7/2010,5/13/2011,1100000.0,United States,North America,6.0,0.0,2,0,6,26.0,Yes,1.0,low,No,Medium,Yes,Yes,No,Yes,Product,No,Public,No,Structured,Yes,Platform,Global,Non-Linear,No,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,Medium,High,No,Low,Bachelors,18.0,finance,No,No,500.0,Medium,0.0,0.0,0.0,0.0,5.0,High,Medium,Yes,No,Low,No,No,No,No,No,No,16024.0,No,Yes,Yes,1.0,Medium,0.0,8.8,1.1,Not Applicable,1.0,8.3,Peak,2 to 5,0.0,0.0,75.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Company336,Success,2010.0,4.0,497.0,Check your tracks. Metrics aggregator.,Analytics,big data analytics,Silicon Valley Bank,1.0,0.0,No,3/8/2010,7/12/2013,2000000.0,Germany,Europe,1.0,0.0,3,0,3,26.0,No,1.0,medium,No,Small,No,No,No,No,Product,Yes,Public,No,Unstructured,Yes,Platform,Global,Non-Linear,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,mba,Yes,Yes,500.0,Medium,0.0,0.0,0.0,2.0,16.0,Low,Medium,Yes,No,Medium,No,No,Yes,No,No,Yes,1978409.0,Yes,No,No,3.0,Medium,12.0,8.8,2.0,Not Applicable,38.0,38.0,Trigger,2 to 5,8.3,4.2,52.1,4.2,4.2,0.0,6.2,4.2,6.2,10.4,0.0,0.0,0.0,0.0,2.0
Company337,Success,2006.0,8.0,6.0,Analytics for SaaS systems,Analytics,entertainment,Sunstone Capital,0.0,0.0,No,6/1/2006,1/1/2008,2200000.0,Denmark,Europe,2.0,0.0,1,0,2,10.0,No,1.0,low,No,Medium,Yes,Yes,No,Yes,Service,Yes,no,No,no,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2C,Medium,High,Yes,Low,Masters,21.0,msc,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,15.0,Medium,Medium,Yes,No,Medium,No,No,No,No,No,No,17887654.0,Yes,No,No,4.0,Medium,10.0,1.4,2.2,Yes,1.0,18.6,Trigger,5 to 10,12.5,6.2,18.8,6.2,6.2,0.0,18.8,6.2,6.2,12.5,0.0,0.0,0.0,6.2,1.0
Company338,Failed,2006.0,8.0,18.0,Metrics for Software Teams,Software Development|Analytics,METRICS,Ambient Sound Investments|Serenda Estonia,1.0,0.0,No,1/1/2006,4/24/2008,200000.0,Estonia,Europe,2.0,0.0,2,0,2,10.0,No,0.0,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,No,Structured,Yes,Platform,Global,Linear,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,18.0,technology,Yes,Yes,500.0,Low,0.0,0.0,0.0,177.0,12.0,Medium,Low,No,No,Low,No,No,No,No,No,No,797253.0,Yes,No,No,2.0,Low,0.0,1.6,0.2,No,24.0,24.0,Trigger,5 to 10,7.7,0.0,23.1,0.0,0.0,0.0,11.5,3.8,0.0,3.8,0.0,0.0,0.0,0.0,5.0
Company339,Success,2008.0,6.0,116.0,360Â° mobile analytics,Analytics|Mobile,MARKETING,Veraventure|Koppi Catch,14.5,0.0,No,1/1/2008,6/8/2010,2000000.0,Finland,Europe,1.0,0.0,1,0,2,26.0,No,0.0,medium,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,Both,Yes,Platform,Local,Linear,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18.0,phd,Yes,Yes,500.0,High,1.0,0.0,0.0,312.0,46.0,Low,Low,No,No,Medium,No,No,Yes,No,No,No,4618433.0,No,Yes,No,3.0,Medium,0.0,8.8,2.0,Yes,30.0,30.0,Trigger,5 to 10,11.1,0.0,11.1,27.8,0.0,11.1,16.7,5.6,5.6,5.6,0.0,0.0,0.0,5.6,0.0
Company341,Success,2008.0,6.0,75.0,Social Media Analytics & Engagement,Analytics|Marketing,MARKETING,Eden Ventures|Seedcamp,48.0,0.0,YES,1/1/2008,1/30/2009,400000.0,United Kingdom,Europe,2.0,0.0,4,0,5,50.0,No,0.0,Nothing,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,Structured,Yes,Both,Global,Linear,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,18.0,management,Yes,Yes,500.0,High,0.0,0.0,0.0,327.0,27.0,Medium,Low,No,No,Low,No,No,Yes,No,No,Yes,112920.0,Yes,No,No,4.0,Medium,8.0,10.0,0.4,Yes,7.0,2.5,Plateau,0 to 2,4.6,0.0,6.2,19.7,1.6,5.9,2.9,1.6,2.9,4.6,0.0,0.0,0.0,0.0,5.0
Company371,Failed,2012.0,2.0,68.0,Cloud Virtualized DataCenter Analysis,Cloud Computing|Analytics,software ,GCP Capital Partners,14.0,17.0,YES,2/10/2012,4/2/2014,1200000.0,Austria,Europe,0.0,0.0,2,0,2,14.0,No,0.0,medium,No,Small,Yes,Yes,No,Yes,Product,No,Both,Yes,no,Yes,Platform,Global,Linear,Yes,No,No,No,No,Yes,No,No,No,No,No,Offline,B2B,Low,High,No,Medium,Masters,21.0,management,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Low,Low,Yes,No,Medium,No,No,No,No,No,No,1869138.0,No,No,No,3.0,Medium,0.0,8.8,1.2,Not Applicable,20.0,20.0,Trough,2 to 5,0.0,0.0,94.1,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,8.0
Company372,Success,2010.0,4.0,154.0,Predictive Analytics for Online Media,Media|Analytics,analytics,Lerer Ventures|SV Angel|Kima Ventures|NYC Seed|IA Ventures|SoftBank,5.0,0.0,No,3/1/2010,1/26/2012,1700000.0,United States,North America,4.0,0.0,2,0,3,3.0,No,0.0,Nothing,No,Small,Yes,No,No,Yes,Product,No,Both,Yes,no,No,Platform,Local,Non-Linear,No,No,No,No,No,Yes,No,No,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,18.0,fine arts,Yes,No,246.0,Medium,0.0,0.0,0.0,1.0,25.0,Low,Low,No,No,Low,No,No,No,No,No,No,327029.0,No,No,No,3.0,Medium,0.0,8.8,1.7,Not Applicable,12.0,5.0,Peak,2 to 5,15.0,0.0,7.8,24.2,0.0,27.6,10.3,4.2,2.2,6.7,0.0,0.0,0.0,2.0,6.0
Company373,Success,2008.0,6.0,3.0,Big Data Analytics,Analytics,analytics,Rho Capital Partners,2.0,0.0,No,10/1/2008,7/7/2010,3750000.0,United States,North America,0.0,0.0,3,0,3,3.0,No,0.0,low,No,Small,Yes,Yes,No,Yes,Product,No,Both,No,no,No,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Masters,21.0,business,Yes,No,500.0,Medium,0.0,0.0,0.0,0.0,14.0,Low,Low,Yes,No,Low,No,No,Yes,No,No,No,797253.0,No,No,No,4.0,High,0.0,8.8,3.8,Yes,20.0,8.8,Trigger,2 to 5,7.3,0.0,4.9,19.8,4.8,12.6,9.7,5.1,2.4,0.0,0.0,0.0,0.0,0.0,0.0
Company374,Failed,2005.0,9.0,126.0,Enterprise Ready Social Media Monitoring,Analytics,analytics,In-Q-Tel|Investor Growth Capital|Ignition Partners|WPP|Centurion Holdings,89.0,-1.0,YES,1/1/2005,11/12/2013,1402652.0,United States,North America,0.0,2.0,3,1,5,87.0,No,6.0,high,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,Global,Linear,Yes,No,No,No,No,No,No,No,No,No,No,Offline,B2B,High,High,Yes,Medium,Bachelors,18.0,economics,Yes,No,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Medium,Low,Yes,No,Medium,No,No,Yes,Yes,No,No,325240.0,Yes,Yes,No,4.0,High,3.0,8.8,24.0,Yes,12.0,12.0,Trigger,5 to 10,0.0,5.6,0.0,0.0,11.1,0.0,16.7,0.0,5.6,0.0,0.0,0.0,11.1,0.0,7.0
Company375,Failed,2008.0,6.0,0.0,The Bloomberg of Wind,Energy,analytics,James P. Lang|Paul Chernick|Mass Clean Energy Center,14.5,0.0,No,7/31/2008,1/1/2010,1025000.0,United States,North America,0.0,0.0,1,0,1,1.0,No,0.0,medium,No,Medium,Yes,Yes,No,Yes,Service,No,Both,Yes,Structured,No,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,High,Yes,Medium,Masters,21.0,marketing,Yes,No,500.0,Medium,0.0,0.0,0.0,0.0,14.0,Low,Low,Yes,No,Medium,No,No,No,No,No,No,15735768.0,No,No,No,4.0,High,0.0,8.8,1.0,Yes,24.0,20.0,Trigger,5 to 10,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company376,Success,2010.0,4.0,60.0,Big Data Analytics,Analytics,curated web,Sutter Hill Ventures|Trinity Ventures|Pejman Nozad,14.5,0.0,No,1/1/2011,1/1/2006,6700000.0,United States,North America,0.0,0.0,0,0,4,10.0,No,0.0,Nothing,No,Large,Yes,Yes,No,Yes,Product,No,no,No,no,No,Cloud,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Medium,Masters,21.0,business,Yes,No,500.0,Medium,0.0,0.0,0.0,0.0,17.0,Low,Low,Yes,No,Low,No,No,Yes,No,No,No,555837.0,No,No,No,4.0,High,2.0,8.8,6.7,Not Applicable,12.0,20.0,Peak,2 to 5,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company377,Success,2010.0,4.0,182.0,Big Data Analytics,Cloud Computing|Media,social,Greylock Partners|Gemini Israel Funds,14.5,0.0,No,1/1/2011,7/1/2007,2000000.0,Israel,Asia,1.0,0.0,1,0,1,12.0,No,0.0,Nothing,No,Small,No,No,No,Yes,Product,No,no,No,no,Yes,Platform,Local,Non-Linear,Yes,No,No,No,No,No,No,No,No,No,No,Online,B2C,Medium,High,No,Low,Bachelors,21.0,business,Yes,Yes,207.0,Medium,0.0,0.0,0.0,0.0,0.0,Low,Low,Yes,No,Low,No,No,No,No,No,No,96532.0,No,No,No,3.0,Medium,2.0,8.8,2.0,Yes,2.0,8.8,Peak,2 to 5,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company378,Failed,2007.0,7.0,0.0,Big Data Analytics,Entertainment|Media,operation,Evergreen Venture Partners|Sefi Visiger|Yair Goldfinger|Arik Vardi|Eilon Tirosh,14.5,0.0,No,8/1/2007,6/1/2007,3500000.0,Israel,Asia,0.0,1.0,2,0,2,9.0,No,0.0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2C,Medium,High,No,Medium,Bachelors,21.0,business,Yes,No,500.0,Medium,0.0,0.0,0.0,0.0,19.0,Low,Low,Yes,No,Low,No,No,No,No,No,No,797253.0,No,No,No,3.0,Medium,3.0,8.8,1.0,No,2.0,8.8,Plateau,0 to 2,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company379,Success,2010.0,4.0,61.0,Customer Service Wiki,Analytics,operation,True Ventures|Bullpen Capital|500 Startups|Founder Collective|Lowercase Capital|Felicis Ventures|SV Angel|Mark Goines|Russ Siegelman|Naval Ravikant|Shervin Pishevar|Joe Beninato|Transmedia Capital,0.0,-100.0,No,2/2/2010,2/28/2012,2700000.0,United States,North America,12.0,0.0,0,0,1,1.0,No,1.0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,Platform,Local,Linear,Yes,No,No,No,No,No,No,No,No,No,No,Online,B2B,High,High,No,Medium,Bachelors,18.0,aerospace,Yes,No,500.0,Medium,0.0,0.0,0.0,0.0,20.0,Low,Low,Yes,No,Low,No,No,No,No,No,No,1167795.0,No,No,No,2.0,Low,0.0,8.8,2.7,Not Applicable,10.0,20.0,Plateau,0 to 2,6.2,0.0,11.8,3.9,0.0,2.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company380,Success,2005.0,9.0,1.0,free social web browser,Analytics,operation,Bessemer Venture Partners|Shasta Ventures|Catamount Ventures|Fidelity Ventures,33.0,10.0,No,1/1/2005,5/22/2008,15000000.0,United States,North America,0.0,2.0,3,0,2,31.0,No,2.0,Nothing,No,Medium,No,No,No,Yes,Product,No,no,No,no,Yes,Platform,Local,Linear,Yes,No,No,No,No,No,No,No,No,No,No,Online,B2C,High,High,No,Low,Bachelors,18.0,law,Yes,No,500.0,Medium,0.0,0.0,0.0,0.0,23.0,Medium,Medium,Yes,No,Low,No,No,No,No,No,No,525906.0,No,No,No,3.0,High,4.0,8.8,15.0,Yes,1.0,12.0,Plateau,2 to 5,7.1,0.0,25.0,0.0,0.0,0.0,7.1,7.1,3.6,0.0,0.0,0.0,0.0,0.0,7.0
Company381,Failed,2011.0,3.0,113.0,Saving the world one pixel at a time,CleanTech|Energy,operation,Flash Forward Ventures,26.0,-4.0,YES,2/22/2011,6/5/2012,14000000.0,United States,North America,0.0,0.0,3,0,3,20.0,No,0.0,Nothing,No,Small,No,No,No,Yes,Product,No,no,No,no,No,Platform,Global,Non-Linear,Yes,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Low,Medium,Yes,No,Low,No,No,No,No,No,No,644516.0,No,Yes,No,3.0,Medium,3.0,8.8,1.0,Not Applicable,1.0,12.0,Peak,2 to 5,10.5,5.3,5.3,0.0,10.5,0.0,26.3,15.8,5.3,10.5,0.0,5.3,0.0,5.3,2.0
Company382,Failed,2011.0,3.0,119.0,"Big Data, Better Health",Healthcare|Analytics|Mobile|Food & Beverages,operation,Khosla Ventures|True Ventures|Romulus Capital|TechStars|Rock Health|James Joaquin|Walt Winshall|Bill Warner|Ty Curry|Kapor Capital|Eniac Ventures|LaunchCapital|Richard Dale,21.0,5.0,YES,1/1/2011,11/28/2012,6500000.0,United States,North America,12.0,0.0,4,0,3,26.0,No,3.0,Nothing,No,Small,No,No,No,No,Product,No,no,No,no,No,Platform,Local,Linear,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,21.0,no,No,No,500.0,Medium,0.0,0.0,0.0,0.0,21.0,Medium,High,Yes,No,Low,No,No,No,No,No,No,480111.0,No,No,No,4.0,High,0.0,8.8,6.5,Not Applicable,1.0,12.0,Peak,2 to 5,15.3,2.0,16.3,10.0,0.0,25.4,12.0,4.2,2.0,8.9,0.0,2.0,0.0,2.0,6.0
